# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ABCG8	ABCG8	NM_001357321.2	protein_coding	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	1
ABCG8	ABCG8	NM_022437.3	protein_coding	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	1
ABHD1	ABHD1	NM_032604.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD11	ABHD11	NM_001145364.2	protein_coding	0	7	7	3	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	7	0
ABHD11	ABHD11	NM_001301058.1	protein_coding	0	7	7	3	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	7	0
ABHD11	ABHD11	NM_001321382.1	protein_coding	0	3	0	14	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ABHD11	ABHD11	NM_001321383.1	protein_coding	0	7	7	3	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0
ABHD11	ABHD11	NM_148912.3	protein_coding	0	10	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	10	0
ABHD11	ABHD11	NM_148913.3	protein_coding	0	10	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	10	0
ABHD11	ABHD11	NR_026912.2		0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
ABHD11	ABHD11	NR_135627.1		0	0	0	17	0	0	0	0	0	0	0	0	0	0	3	0	14	0	0	0	0	0	0	0	0	0	0
ABHD11-AS1	ABHD11-AS1	NR_026690.1		0	0	0	17	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD12	ABHD12	NM_001042472.3	protein_coding	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
ABHD12	ABHD12	NM_015600.5	protein_coding	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
ABHD14A	ABHD14A	NM_015407.5	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ABHD14A-ACY1	ABHD14A-ACY1	NM_001316331.2	protein_coding	0	11	0	18	0	0	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	11	0
ABHD15	ABHD15	NM_198147.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABHD16A	ABHD16A.7	NM_001177515.2.5	protein_coding	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2
ABHD16A	ABHD16A.7	NM_021160.3.7	protein_coding	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2
ABHD16A	ABHD16A.7	NR_033488.2.4		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
ABHD16A	ABHD16A.7	NR_033489.2.4		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
ABHD16B	ABHD16B	NM_080622.3	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
ABHD17A	ABHD17A	NM_001130111.2	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ABHD17A	ABHD17A	NM_031213.4	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ABHD17C	ABHD17C	NM_021214.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ABHD4	ABHD4	NM_022060.2	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ABHD5	ABHD5	NM_001355186.2	protein_coding	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ABHD5	ABHD5	NM_001365649.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ABHD5	ABHD5	NM_001365650.1	protein_coding	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ABHD5	ABHD5	NM_016006.6	protein_coding	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ABHD5	ABHD5	NR_158560.1		0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ABHD8	ABHD8	NM_024527.5	protein_coding	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
ABI1	ABI1	NM_001012750.2	protein_coding	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ABI1	ABI1	NM_001012751.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ABI1	ABI1	NM_001012752.2	protein_coding	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ABI1	ABI1	NM_001178116.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ABI1	ABI1	NM_001178119.1	protein_coding	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ABI1	ABI1	NM_001178120.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ABI1	ABI1	NM_001178121.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ABI1	ABI1	NM_001178122.1	protein_coding	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ABI1	ABI1	NM_001178123.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ABI1	ABI1	NM_001178124.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ABI1	ABI1	NM_001178125.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ABI1	ABI1	NM_001348029.1	protein_coding	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ABI1	ABI1	NM_001348030.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ABI1	ABI1	NM_001348031.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ABI1	ABI1	NM_001348032.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ABI1	ABI1	NM_001348033.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ABI1	ABI1	NM_001348034.1	protein_coding	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ABI1	ABI1	NM_005470.3	protein_coding	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ABI1	ABI1	NR_145410.1		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ABI2	ABI2	NM_001282925.2	protein_coding	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI2	ABI2	NM_001282926.2	protein_coding	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI2	ABI2	NM_005759.6	protein_coding	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI3	ABI3	NM_001135186.1	protein_coding	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0
ABI3	ABI3	NM_016428.3	protein_coding	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0
ABI3BP	ABI3BP	NM_001349329.1	protein_coding	5	7	8	23	0	0	0	0	0	0	0	17	0	0	6	8	0	0	0	0	0	0	5	0	0	7	0
ABI3BP	ABI3BP	NM_001349330.1	protein_coding	5	7	6	25	0	0	0	0	0	0	0	17	0	0	8	6	0	0	0	0	0	0	5	0	0	7	0
ABI3BP	ABI3BP	NM_001349331.1	protein_coding	0	7	14	22	0	0	0	0	0	0	0	17	0	0	5	14	0	0	0	0	0	0	0	0	0	7	0
ABI3BP	ABI3BP	NM_001349332.1	protein_coding	0	7	6	30	0	0	0	0	0	0	0	17	0	0	13	6	0	0	0	0	0	0	0	0	0	7	0
ABI3BP	ABI3BP	NM_001365642.1	protein_coding	0	7	14	22	0	0	0	0	0	0	0	17	0	0	5	14	0	0	0	0	0	0	0	0	0	7	0
ABI3BP	ABI3BP	NM_001365643.1	protein_coding	5	7	14	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	5	0	0	7	0
ABI3BP	ABI3BP	NM_015429.3	protein_coding	0	7	6	30	0	0	0	0	0	0	0	17	0	0	13	6	0	0	0	0	0	0	0	0	0	7	0
ABL1	ABL1	NM_005157.6	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ABL1	ABL1	NM_007313.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ABLIM1	ABLIM1	NM_001003407.2	protein_coding	0	7	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0
ABLIM1	ABLIM1	NM_001322882.2	protein_coding	0	7	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0
ABLIM1	ABLIM1	NM_001322883.2	protein_coding	0	7	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0
ABLIM1	ABLIM1	NM_001322884.3	protein_coding	0	7	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0
ABLIM1	ABLIM1	NM_001322885.3	protein_coding	0	7	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0
ABLIM1	ABLIM1	NM_001322886.3	protein_coding	0	7	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0
ABLIM1	ABLIM1	NM_001322887.2	protein_coding	0	7	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0
ABLIM1	ABLIM1	NM_001322888.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ABLIM1	ABLIM1	NM_001322889.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM1	ABLIM1	NM_001322890.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM1	ABLIM1	NM_001322891.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM1	ABLIM1	NM_001322892.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM1	ABLIM1	NM_001322893.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM1	ABLIM1	NM_001322894.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM1	ABLIM1	NM_001322895.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM1	ABLIM1	NM_001322896.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM1	ABLIM1	NM_001322897.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM1	ABLIM1	NM_001322898.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM1	ABLIM1	NM_001322899.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM1	ABLIM1	NM_001322900.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM1	ABLIM1	NM_001352440.1	protein_coding	0	7	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0
ABLIM1	ABLIM1	NM_001352441.1	protein_coding	0	7	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0
ABLIM1	ABLIM1	NM_001352442.2	protein_coding	0	7	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0
ABLIM1	ABLIM1	NM_001352443.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM1	ABLIM1	NM_002313.7	protein_coding	0	7	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0
ABLIM1	ABLIM1	NM_006720.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM2	ABLIM2	NM_001130083.2	protein_coding	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ABLIM2	ABLIM2	NM_001130084.2	protein_coding	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ABLIM2	ABLIM2	NM_001130085.2	protein_coding	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ABLIM2	ABLIM2	NM_001130086.2	protein_coding	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ABLIM2	ABLIM2	NM_001130087.2	protein_coding	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ABLIM2	ABLIM2	NM_001130088.2	protein_coding	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ABLIM2	ABLIM2	NM_001286688.2	protein_coding	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ABLIM2	ABLIM2	NM_032432.5	protein_coding	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ABLIM3	ABLIM3	NM_001301015.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM3	ABLIM3	NM_001301018.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM3	ABLIM3	NM_001301028.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM3	ABLIM3	NM_001345858.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM3	ABLIM3	NM_001345859.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM3	ABLIM3	NM_001345860.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM3	ABLIM3	NM_001345861.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM3	ABLIM3	NM_001370417.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM3	ABLIM3	NM_001370418.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM3	ABLIM3	NM_014945.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABO	ABO	NM_020469.3	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ABR	ABR.2	NM_001092.5.3	protein_coding	0	8	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0
ABR	ABR.2	NM_001159746.3	protein_coding	0	8	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0
ABR	ABR.2	NM_001282149.2.3	protein_coding	0	8	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0
ABR	ABR.2	NM_001322840.2.3	protein_coding	0	8	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0
ABR	ABR.2	NM_001322841.2.3	protein_coding	0	8	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0
ABR	ABR.2	NM_021962.5.3	protein_coding	0	8	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0
ABRA	ABRA	NM_139166.5	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ABRAXAS1	ABRAXAS1	NM_001345962.2	protein_coding	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ABRAXAS1	ABRAXAS1	NM_139076.3	protein_coding	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ABRAXAS2	ABRAXAS2	NM_032182.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABT1	ABT1	NM_013375.4	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ABTB1	ABTB1	NM_032548.3	protein_coding	0	3	0	3	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABTB1	ABTB1	NM_172027.3	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ABTB1	ABTB1	NR_033429.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ACAA1	ACAA1	NM_001130410.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ACAA1	ACAA1	NM_001607.4	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ACAA1	ACAA1	NR_024024.1		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ACACA	ACACA.2	NM_198834.3.2	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ACACA	ACACA.2	NM_198836.2.2	protein_coding	0	3	0	3	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACACA	ACACA.2	NM_198839.2	protein_coding	0	3	0	3	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACACB	ACACB	NM_001093.4	protein_coding	0	17	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	17	0
ACAD10	ACAD10	NM_001136538.2	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ACAD10	ACAD10	NM_025247.6	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ACAD11	ACAD11	NM_032169.5	protein_coding	0	1	4	2	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	1	0
ACAD11	ACAD11	NR_132426.1		0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0
ACAD11	ACAD11	NR_132427.1		0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0
ACAD11	ACAD11	NR_132428.1		0	0	0	7	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0
ACAD8	ACAD8	NM_014384.2	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ACAD9	ACAD9	NM_014049.5	protein_coding	0	18	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	0
ACAD9	ACAD9	NR_033426.1		0	0	0	19	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	0	0	0	0	0
ACADS	ACADS	NM_000017.4	protein_coding	0	4	2	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	4	0
ACADS	ACADS	NM_001302554.2	protein_coding	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	4	0
ACADSB	ACADSB	NM_001330174.2	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACADSB	ACADSB	NM_001609.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACADVL	ACADVL	NM_000018.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACADVL	ACADVL	NM_001033859.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACADVL	ACADVL	NM_001270447.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACADVL	ACADVL	NM_001270448.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAN	ACAN	NM_001135.3	protein_coding	0	16	31	7	0	0	0	0	0	0	0	2	0	0	5	31	0	0	0	0	0	0	0	0	0	16	0
ACAN	ACAN	NM_001369268.1	protein_coding	0	16	36	2	0	0	0	0	0	0	0	2	0	0	0	36	0	0	0	0	0	0	0	0	0	16	0
ACAN	ACAN	NM_013227.3	protein_coding	0	16	36	2	0	0	0	0	0	0	0	2	0	0	0	36	0	0	0	0	0	0	0	0	0	16	0
ACAP1	ACAP1	NM_014716.4	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAP2	ACAP2	NM_012287.6	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ACAP3	ACAP3	NM_030649.3	protein_coding	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8
ACBD3	ACBD3	NM_022735.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACBD4	ACBD4	NM_001135705.3	protein_coding	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ACBD4	ACBD4	NM_001135706.3	protein_coding	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ACBD4	ACBD4	NM_001135707.3	protein_coding	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ACBD4	ACBD4	NM_001321352.2	protein_coding	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ACBD4	ACBD4	NM_001321353.2	protein_coding	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ACBD4	ACBD4	NM_024722.4	protein_coding	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001042473.4	protein_coding	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
ACBD5	ACBD5	NM_001271512.3	protein_coding	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
ACBD5	ACBD5	NM_001301251.2	protein_coding	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
ACBD5	ACBD5	NM_001301252.2	protein_coding	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
ACBD5	ACBD5	NM_001301253.2	protein_coding	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
ACBD5	ACBD5	NM_001301254.2	protein_coding	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
